Date,APTUS
2025-03-18,283.0394592285156
2025-03-19,294.0739440917969
2025-03-20,289.0449523925781
2025-03-21,296.9546203613281
2025-03-24,297.44287109375
2025-03-25,296.27105712890625
2025-03-26,292.31622314453125
2025-03-27,291.8280029296875
2025-03-28,287.8243103027344
2025-04-01,292.3650207519531
2025-04-02,294.7574768066406
2025-04-03,294.9039611816406
2025-04-04,292.56036376953125
2025-04-07,287.4825439453125
2025-04-08,298.41937255859375
2025-04-09,292.65802001953125
2025-04-11,295.3433837890625
2025-04-15,304.18072509765625
2025-04-16,312.4322204589844
2025-04-17,315.6058349609375
2025-04-21,326.3473815917969
2025-04-22,329.1792297363281
2025-04-23,328.3492126464844
2025-04-24,325.0290832519531
2025-04-25,319.0235900878906
2025-04-28,319.0235900878906
2025-04-29,320.73248291015625
2025-04-30,311.1627502441406
2025-05-02,312.2856750488281
2025-05-05,317.5099792480469
2025-05-06,309.9421081542969
2025-05-07,312.67633056640625
2025-05-08,317.2170715332031
2025-05-09,307.5985107421875
2025-05-12,314.6781311035156
2025-05-13,312.48101806640625
2025-05-14,314.23870849609375
2025-05-15,319.8536071777344
2025-05-16,321.57562255859375
2025-05-19,324.6260986328125
2025-05-20,322.55963134765625
2025-05-21,325.11810302734375
2025-05-22,331.2681579589844
2025-05-23,330.2349853515625
2025-05-26,338.6482849121094
2025-05-27,337.7626647949219
2025-05-28,334.7614440917969
2025-05-29,327.9717102050781
2025-05-30,335.2041931152344
2025-06-02,331.1205749511719
2025-06-03,302.0921936035156
2025-06-04,302.7809753417969
2025-06-05,302.4365539550781
2025-06-06,311.5387268066406
2025-06-09,323.1500549316406
2025-06-10,324.9212951660156
2025-06-11,318.9679870605469
