symbol,event_date,entry_date,entry_open,event_src,ret_5d,xs_nifty_5d,ret_10d,xs_nifty_10d,ret_30d,xs_nifty_30d,ret_6m,xs_nifty_6m,ym,xs_univ_5d,xs_univ_10d,xs_univ_30d,xs_univ_6m,period,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words,sdate,surprise
SPAL,2021-08-21,2021-08-23,309.2467905740866,filing_date,-0.05269839293846845,-0.0862469606547468,0.03890265970425033,-0.023930466051732102,0.14220116963126794,0.04532416190364752,0.2494975484535613,0.20940580763930772,2021-08,-0.03592886135614039,0.04671444839600655,0.11078544808931753,0.23743588257696677,discovery,S. P. Apparels Limited,,2021-08-21,,https://nsearchives.nseindia.com/corporate/SPAL_21082021192845_Concaltranscript16aug2021.pdf,pymupdf,split,7612,0.28,0.16,0.22,25,25,21,11.758118701007838,28,15.677491601343784,1,0.5599104143337066,2,1.1198208286674132,14,7.838745800671893,14,7.838745800671893,1,0.5599104143337066,1,0.5599104143337066,0,0.0,0,0.0,0,0.0,1786,18.0,3.1309793007479563,50.0,8.697164724299878,41.0,7.1316750739259005,0.0,0.0,22.0,3.8267524786919465,70.0,12.17603061401983,29.0,5.044355540093929,6.0,1.0436597669159855,0.0,0.0,0.0,0.0,1.0,0.1739432944859975,5749.0,,
KRSNAA,2021-10-19,2021-10-20,718.0621597241064,call_date,-0.10949451269968613,-0.10407978502580306,-0.08203548998245258,-0.06367166267565338,-0.02903011055793825,0.016725301761048916,-0.17902997764048856,-0.12150090479216835,2021-10,-0.08770751389828102,-0.08673592920134188,-0.023316072802147092,-0.19064130046563768,discovery,Krsnaa Diagnostics Limited,,2021-10-19,2021-10-19,https://nsearchives.nseindia.com/corporate/KRSNAA_19102021152625_543328_KDLECTS.pdf,pymupdf,split,9114,0.6,0.2,0.4,25,25,4,1.7675651789659743,50,22.09456473707468,6,2.6513477684489617,3,1.3256738842244808,19,8.395934600088378,9,3.9770216526734425,5,2.209456473707468,0,0.0,0,0.0,0,0.0,2,0.8837825894829872,2263,12.0,1.8198362147406733,67.0,10.16075219896876,72.0,10.91901728844404,6.0,0.9099181073703366,24.0,3.6396724294813465,50.0,7.582650894752805,46.0,6.976038823172581,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.578101304215954,6594.0,,
ROUTE,2021-10-25,2021-10-26,1823.2700780796124,filing_date,0.02994815732645728,0.04188391071443698,0.03054690285396422,0.029163000636817316,-0.023645693429896975,0.0004225919829994318,-0.1452652845119169,-0.099051337745377,2021-10,0.05173515612786239,0.025846463635074923,-0.017931655674105818,-0.15687660733706602,discovery,ROUTE MOBILE LIMITED,,2021-10-25,,https://nsearchives.nseindia.com/corporate/ROUTE_25102021191516_FINALLL.pdf,pymupdf,split,7208,0.0,0.24,0.2068965517241379,12,75,0,0.0,3,10.38062283737024,4,13.84083044982699,1,3.460207612456748,6,20.761245674740483,2,6.920415224913495,2,6.920415224913495,0,0.0,0,0.0,0,0.0,0,0.0,289,22.0,3.207464644991981,84.0,12.246683189969383,34.0,4.956990814987607,2.0,0.291587694999271,5.0,0.7289692374981775,47.0,6.852310832482869,17.0,2.478495407493804,1.0,0.1457938474996355,3.0,0.4373815424989065,0.0,0.0,0.0,0.0,6859.0,,
SHOPERSTOP,2021-10-27,2021-10-28,356.0,filing_date,0.014185358969013517,0.0019378547148078962,0.06558990478515625,0.040038339204560014,0.03553369072046175,0.04386765491601374,0.35912923062785285,0.4116279387317443,2021-10,0.03597235777041863,0.060889465566266954,0.04124772847625291,0.3475179078027037,discovery,Shoppers Stop Limited,Miscellaneous,2021-10-27,,https://nsearchives.nseindia.com/corporate/SHOPERSTOP_27102021164632_Earningcalloutcome.pdf,pymupdf,split,11606,0.4,0.32,0.36,25,25,2,0.7867820613690008,48,18.88276947285602,8,3.147128245476003,4,1.5735641227380015,19,7.474429583005508,21,8.261211644374509,2,0.7867820613690008,0,0.0,0,0.0,0,0.0,1,0.3933910306845004,2542,29.0,3.2757257426860957,95.0,10.730825708799276,57.0,6.438495425279566,0.0,0.0,25.0,2.823901502315599,65.0,7.342143906020558,25.0,2.823901502315599,1.0,0.1129560600926239,1.0,0.1129560600926239,0.0,0.0,1.0,0.1129560600926239,8853.0,2021-10-21,0.002165275057784988
TEJASNET,2021-11-02,2021-11-03,450.0821780351999,filing_date,-0.06409120174408633,-0.07248955936951373,-0.01771085055233279,-0.01900642890047044,-0.0799202880668074,-0.040032178924146566,-0.0759353522672741,0.01742480869852059,2021-11,-0.03636058184033024,0.015483083694148005,-0.08220896068497177,-0.056995555359193824,discovery,Tejas Networks Limited,,2021-11-02,,https://nsearchives.nseindia.com/corporate/TEJASNET_02112021132015_TEjasQ2fy22Earningscall.pdf,pymupdf,split,10950,0.28,-0.08,0.1,25,25,8,2.2240756185710318,42,11.676396997497914,19,5.2821795941062,0,0.0,20,5.5601890464275785,28,7.78426466499861,6,1.6680567139282736,3,0.8340283569641368,0,0.0,0,0.0,1,0.2780094523213789,3597,24.0,3.3440156054061587,69.0,9.614044865542706,41.0,5.712693325902188,5.0,0.6966699177929497,29.0,4.040685523199108,83.0,11.564720635362963,28.0,3.9013515396405194,8.0,1.1146718684687196,0.0,0.0,1.0,0.1393339835585899,0.0,0.0,7177.0,,
GODREJPROP,2021-11-08,2021-11-09,2439.209695114394,filing_date,-0.052611225906051384,-0.05154636596247919,-0.109547151664112,-0.07766891244702534,-0.2442268742065935,-0.18617753033404205,-0.4529171847323823,-0.31970031040194113,2021-11,-0.024880606002295285,-0.07635321741763121,-0.24651554682475788,-0.433977387824302,discovery,Godrej Properties Limited,Construction,2021-11-08,,https://nsearchives.nseindia.com/corporate/GODREJPROP_08112021194404_SE_Concall_Transcript.pdf,pymupdf,split,5688,0.0769230769230769,0.12,0.1052631578947368,13,25,0,0.0,4,12.232415902140673,0,0.0,1,3.058103975535168,6,18.34862385321101,2,6.116207951070336,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,327,19.0,3.595760787282362,72.0,13.626040878122634,49.0,9.27327781983346,5.0,0.9462528387585164,3.0,0.5677517032551098,42.0,7.948523845571537,23.0,4.352763058289175,4.0,0.757002271006813,1.0,0.1892505677517032,0.0,0.0,0.0,0.0,5284.0,2021-11-02,2.8270838210482445
ASTEC,2021-11-10,2021-11-11,1337.5161726201377,call_date,0.020485068624862768,0.02752869302545724,-0.011044741423536508,0.03463012928653608,0.1267165345462029,0.17514266895581687,0.3797761389123404,0.47613850110582445,2021-11,0.048215688528618864,0.022149192822944287,0.12442786192803854,0.3987159358204207,discovery,Astec LifeSciences Limited,Pesticides And Agrochemicals,2021-11-10,2021-11-10,https://nsearchives.nseindia.com/corporate/ASTEC_10112021130811_BSENSETRANSCRIPT28102021.pdf,pymupdf,split,6858,0.08,0.2,0.14,25,25,0,0.0,3,6.263048016701461,0,0.0,0,0.0,19,39.66597077244259,3,6.263048016701461,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,479,29.0,4.609027336300064,108.0,17.164653528289893,37.0,5.880483153210426,1.0,0.1589319771137953,21.0,3.337571519389701,61.0,9.694850603941513,22.0,3.4965034965034967,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.112523839796567,6292.0,,
SUNPHARMA,2021-11-11,2021-11-12,765.2106430084021,call_date,-0.04129619959501163,-0.0026351815579104265,-0.06580037326733412,-0.006582836840092421,-0.012252260323680209,0.04239823072195814,0.12724048456047643,0.23384552981370188,2021-11,-0.01356557969125553,-0.03260643902085333,-0.014540932941844577,0.14618028146855672,discovery,Sun Pharmaceutical Industries Limited,Pharmaceuticals,2021-11-11,2021-11-11,https://nsearchives.nseindia.com/corporate/SUNPHARMA_11112021150941_IntimationSE20211111_Q2FY22_Transcript.pdf,pymupdf,split,9795,-0.04,0.08,0.02,25,25,7,2.459592410400562,30,10.541110330288124,9,3.162333099086437,2,0.7027406886858749,6,2.1082220660576247,22,7.730147575544624,4,1.4054813773717498,0,0.0,0,0.0,0,0.0,0,0.0,2846,24.0,3.498542274052478,62.0,9.037900874635568,50.0,7.288629737609329,2.0,0.2915451895043732,4.0,0.5830903790087464,60.0,8.746355685131196,30.0,4.373177842565598,1.0,0.1457725947521866,2.0,0.2915451895043732,1.0,0.1457725947521866,1.0,0.1457725947521866,6860.0,2021-11-02,0.054032822109669976
RGL,2021-11-15,2021-11-16,177.923388107789,filing_date,-0.06382499591364676,-0.032978769729458346,-0.08737704407124747,-0.039668128358930965,0.02923503586988052,0.07187483903115177,-0.23718519156896511,-0.13217340443304593,2021-11,-0.03609437600989067,-0.05418310982476667,0.026946363251716152,-0.21824539466088483,discovery,Renaissance Global Limited,,2021-11-15,,https://nsearchives.nseindia.com/corporate/RGL_15112021152352_TranscriptofEarningCallNSE.pdf,pymupdf,whole,6849,0.36,,0.36,25,0,14,2.0667257159728374,159,23.472099202834368,55,8.119279598464718,3,0.4428697962798937,5,0.7381163271331562,59,8.709772660171243,29,4.281074697372306,2,0.2952465308532624,1,0.1476232654266312,0,0.0,0,0.0,6774,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBUSSPR,2021-11-18,2021-11-22,1183.9580729015622,filing_date,-0.09396690242045391,-0.0725836871594151,0.018925534540434885,0.04285270140629993,0.13437999228967712,0.11916302192905026,-0.2152480010728235,-0.12250727714832743,2021-11,-0.06623628251669782,0.05211946878691568,0.13209131967151275,-0.1963082041647432,discovery,Globus Spirits Limited,Brew/Distilleries,2021-11-18,,https://nsearchives.nseindia.com/corporate/GLOBUSSPR_18112021121641_GSL_Concall_Transcript_Q2FY22.pdf,pymupdf,split,9802,0.44,0.2,0.32,25,25,10,4.424778761061947,65,28.76106194690265,8,3.5398230088495577,0,0.0,14,6.1946902654867255,14,6.1946902654867255,4,1.7699115044247788,1,0.4424778761061947,0,0.0,0,0.0,0,0.0,2260,36.0,4.842615012106537,90.0,12.106537530266344,49.0,6.5913370998116765,2.0,0.269034167339252,21.0,2.824858757062147,78.0,10.49233252623083,26.0,3.497444175410277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7434.0,,
ENGINERSIN,2021-11-22,2021-11-23,62.57340039274789,call_date,0.01199692925161977,0.042408372347239154,0.000705624401302618,0.018795617649823182,-0.009174434992515468,-0.023137420999743585,-0.14469777065267964,-0.05300672364384973,2021-11,0.039727549155375866,0.033899558647783413,-0.011463107610679837,-0.12575797374459935,discovery,Engineers India Limited,Engineering,2021-11-24,2021-11-22,https://nsearchives.nseindia.com/corporate/ENGINERSIN_24112021164529_outcomeearnigcallscript24112021pdf.pdf,pymupdf,split,4227,0.28,0.24,0.26,25,25,2,2.089864158829676,10,10.44932079414838,0,0.0,4,4.179728317659352,10,10.44932079414838,8,8.359456635318704,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,957,7.0,2.2033364809568776,47.0,14.79383065785332,19.0,5.9804847340258105,0.0,0.0,9.0,2.8328611898016995,31.0,9.757632987094745,12.0,3.777148253068933,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.2590494176896443,3177.0,2021-11-12,-1.4843080968797755
DEEPAKFERT,2021-11-23,2021-11-24,343.9590064918027,filing_date,0.04415242253984042,0.061551817748028315,0.026436010504073293,0.024658188419202975,0.1552942744619763,0.13203969698548668,0.7667821196392384,0.8447637100423222,2021-11,0.07188304244359651,0.05962994475055409,0.15300560184381193,0.7857219165473186,discovery,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals - Inorganic,2021-11-23,,https://nsearchives.nseindia.com/corporate/DEEPAKFERT_23112021194014_ConcalltranscriptscoveringletterQ22022.pdf,pymupdf,split,8278,0.56,0.16,0.36,25,25,5,2.358490566037736,56,26.41509433962264,10,4.716981132075472,1,0.4716981132075472,11,5.188679245283019,12,5.660377358490566,4,1.8867924528301887,1,0.4716981132075472,0,0.0,0,0.0,2,0.9433962264150944,2120,26.0,4.286185295087372,49.0,8.077810748433894,76.0,12.52884932410155,12.0,1.9782393669634024,36.0,5.934718100890208,30.0,4.945598417408506,29.0,4.780745136828223,1.0,0.1648532805802835,0.0,0.0,3.0,0.4945598417408506,13.0,2.143092647543686,6066.0,,
CAMS,2021-11-23,2021-11-24,568.9633944941579,filing_date,-0.010419473970877835,0.0069799212373100605,-0.05333241668557509,-0.05511023877044541,-0.07945392601466095,-0.10270850349115057,-0.3182734149906531,-0.24029182458756926,2021-11,0.017311145932878264,-0.020138482439094295,-0.08174259863282532,-0.2993336180825728,discovery,Computer Age Management Services Limited,,2021-11-23,,https://nsearchives.nseindia.com/corporate/CAMS_23112021134821_transcript.pdf,pymupdf,split,9199,0.32,-0.04,0.14,25,25,2,0.6691201070592171,47,15.724322515891602,17,5.687520910003346,3,1.0036801605888257,3,1.0036801605888257,16,5.352960856473737,12,4.014720642355303,1,0.3345600535296085,2,0.6691201070592171,1,0.3345600535296085,0,0.0,2989,13.0,2.1141649048625792,48.0,7.806147341031062,60.0,9.757684176288828,8.0,1.3010245568385104,2.0,0.3252561392096276,73.0,11.871849081151408,38.0,6.1798666449829245,5.0,0.813140348024069,3.0,0.4878842088144414,1.0,0.1626280696048138,1.0,0.1626280696048138,6149.0,,
GIPCL,2021-11-30,2021-12-01,72.16512686711073,call_date,-0.005559093733068843,-0.025075891503737124,0.018529832699916815,0.007139679365726792,0.062384105295260284,0.002646674031859586,0.05373705047535293,0.10154322848369945,2021-12,0.0,0.0,0.0,0.0,discovery,Gujarat Industries Power Company Limited,Power,2021-12-03,2021-11-30,https://nsearchives.nseindia.com/corporate/GIPCL_03122021161820_SE_Transcription_Update_Submission.pdf,pymupdf,whole,6709,0.16,,0.16,25,0,11,1.6811860003056702,38,5.807733455601406,57,8.711600183402108,2,0.3056701818737582,28,4.279382546232615,69,10.545621274644658,24,3.6680421824850975,0,0.0,0,0.0,0,0.0,7,1.0698456365581537,6543,,,,,,,,,,,,,,,,,,,,,,,,,
ARVSMART,2022-02-02,2022-02-03,242.8511021572961,call_date,-0.09711651022966516,-0.09555069650203751,-0.15678806354568975,-0.1327491890816671,-0.18802561924015815,-0.1527749899416031,-0.2719263357233359,-0.25636730058171897,2022-02,-0.05110053840538702,-0.09584041381322958,-0.14714204507369,-0.36246781746797707,discovery,Arvind SmartSpaces Limited,,2022-02-02,2022-02-02,https://nsearchives.nseindia.com/corporate/ARVSMART_02022022171131_ASLConcallTranscriptQ3FY22.pdf,pymupdf,split,11042,0.28,0.16,0.22,25,25,29,5.476864966949953,74,13.975448536355051,29,5.476864966949953,5,0.9442870632672332,30,5.665722379603399,30,5.665722379603399,16,3.0217186024551466,1,0.1888574126534466,0,0.0,0,0.0,1,0.1888574126534466,5295,3.0,0.5423973964924969,59.0,10.66714879768577,40.0,7.231965286566624,0.0,0.0,14.0,2.5311878502983185,33.0,5.966371361417465,29.0,5.243174832760802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5531.0,,
REDINGTON,2022-02-12,2022-02-14,140.85255552120566,filing_date,-0.056780523678713335,-0.07043986647474676,-0.07429785903031683,-0.06787789847366565,-0.11295681908767485,-0.14743502802631547,-0.064232007558372,-0.1339661816090929,2022-02,-0.010764551854435193,-0.01335020929785665,-0.07207324492120672,-0.15477348930301318,discovery,Redington Limited,Trading,2022-02-12,,https://nsearchives.nseindia.com/corporate/REDINGTON_12022022125656_7_Earnings_Transcript.pdf,pymupdf,split,8837,0.24,0.0,0.12,25,25,6,2.6455026455026456,44,19.400352733686063,5,2.2045855379188715,0,0.0,7,3.08641975308642,10,4.409171075837743,2,0.8818342151675485,0,0.0,0,0.0,1,0.4409171075837742,0,0.0,2268,18.0,2.8186658315064204,110.0,17.225180081428125,25.0,3.914813654870028,0.0,0.0,22.0,3.445036016285625,64.0,10.021922956467272,19.0,2.9752583777012216,1.0,0.1565925461948011,1.0,0.1565925461948011,1.0,0.1565925461948011,0.0,0.0,6386.0,2022-02-09,1.5254180300784572
CHEMCON,2022-02-15,2022-02-16,308.5730060798202,call_date,-0.0771739241671271,-0.0580426251049293,-0.13773288027369424,-0.0935168950405284,-0.1336956231265266,-0.15380394028891453,0.21806457310981364,0.20374060878280664,2022-02,-0.031157952342848953,-0.07678523054123407,-0.09281204896005847,0.12752309136517245,discovery,Chemcon Speciality Chemicals Limited,,2022-02-16,2022-02-15,https://nsearchives.nseindia.com/corporate/CHEMCON_16022022113844_trascript160222uploaded.pdf,pymupdf,split,6659,0.2638888888888889,0.1466666666666666,0.2040816326530612,72,75,3,2.115655853314528,20,14.104372355430185,6,4.231311706629055,4,2.8208744710860367,14,9.873060648801127,8,5.6417489421720735,2,1.4104372355430184,2,1.4104372355430184,1,0.7052186177715092,0,0.0,0,0.0,1418,25.0,4.937783922575548,68.0,13.430772269405493,26.0,5.13529527947857,7.0,1.3825794983211537,24.0,4.740272565672526,56.0,11.060635986569228,17.0,3.3576930673513727,1.0,0.1975113569030219,0.0,0.0,0.0,0.0,3.0,0.5925340707090657,5063.0,,
TCPLPACK,2022-02-15,2022-02-16,623.6135004375101,filing_date,0.14694614233176795,0.16607744139396574,0.0885504841633149,0.13276646939648074,0.1908770948197649,0.17076877765737697,0.9741540713850207,0.9598301070580137,2022-02,0.19296211415604608,0.14949813389577507,0.23176066898623304,0.8836125896403796,discovery,TCPL Packaging Limited,,2022-02-15,,https://nsearchives.nseindia.com/corporate/TCPLPACK_15022022112852_Transcript_Conference_Call.pdf,pdfplumber,split,3903,0.1111111111111111,0.2533333333333333,0.2258064516129032,18,75,0,0.0,4,14.184397163120568,0,0.0,2,7.092198581560283,5,17.73049645390071,3,10.638297872340424,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,282,13.0,3.617139677239844,63.0,17.529215358931552,26.0,7.234279354479688,1.0,0.2782415136338341,2.0,0.5564830272676683,35.0,9.738452977184195,19.0,5.286588759042849,3.0,0.8347245409015025,0.0,0.0,1.0,0.2782415136338341,5.0,1.391207568169171,3594.0,,
BANSWRAS,2022-02-16,2022-02-17,113.00071382173016,filing_date,-0.186134348299289,-0.11868602528386474,-0.16302519327834575,-0.10352769631617731,-0.020588267892579837,-0.06202801389939683,0.060704105232586736,0.03914650151475474,2022-02,-0.14011837647501085,-0.10207754354588558,0.0202953062738883,-0.029837376512054453,discovery,Banswara Syntex Limited,Textiles - Synthetic,2022-02-16,,https://nsearchives.nseindia.com/corporate/BANSWRAS_16022022161946_TranscriptofEarningCallon08022022.pdf,pymupdf,split,10057,0.28,0.08,0.18,25,25,12,6.204756980351603,33,17.063081695966908,12,6.204756980351603,2,1.034126163391934,13,6.72182006204757,14,7.238883143743537,5,2.5853154084798344,2,1.034126163391934,0,0.0,1,0.5170630816959669,0,0.0,1934,29.0,3.640015062131292,102.0,12.802811597841094,53.0,6.652441320446843,5.0,0.6275888038157399,27.0,3.3889795406049954,103.0,12.928329358604245,42.0,5.271745952052215,1.0,0.125517760763148,1.0,0.125517760763148,0.0,0.0,7.0,0.8786243253420359,7967.0,,
NAZARA,2022-02-24,2022-02-25,225.0,filing_date,-0.018888888888888844,0.025033887659315912,-0.022055528428819526,-0.03525033508824982,-0.09036112467447921,-0.1592461917057887,-0.25588887532552085,-0.32805149849819526,2022-02,0.027127082935389298,0.03889212130364065,-0.04947755050801107,-0.346430357070162,discovery,Nazara Technologies Limited,,2022-02-24,,https://nsearchives.nseindia.com/corporate/NAZARA_24022022000910_Transcriptofconfrencecall.pdf,pymupdf,split,11091,0.4,0.04,0.22,25,25,12,3.061224489795918,89,22.70408163265306,12,3.061224489795918,1,0.2551020408163265,16,4.081632653061225,25,6.377551020408164,5,1.2755102040816326,0,0.0,1,0.2551020408163265,0,0.0,0,0.0,3920,20.0,2.8785261945883707,93.0,13.385146804835925,31.0,4.461715601611974,2.0,0.287852619458837,19.0,2.734599884858952,45.0,6.476683937823834,15.0,2.158894645941278,0.0,0.0,1.0,0.1439263097294185,2.0,0.287852619458837,0.0,0.0,6948.0,,
LALPATHLAB,2022-02-25,2022-02-28,1214.309316463584,filing_date,-0.03296374983803152,0.009054848214100408,0.038715492266329976,0.04515247310565362,0.06856534003637682,0.010513697418112145,-0.02708515890770402,-0.08954344258915381,2022-02,0.013052221986246622,0.09966314199879014,0.10944891420284496,-0.11762664065234521,discovery,Dr. Lal Path Labs Ltd.,,2022-02-25,,https://nsearchives.nseindia.com/corporate/LALPATHLAB_25022022131755_INTIMATION.pdf,pymupdf,whole,9275,0.1333333333333333,,0.1333333333333333,75,0,36,3.9202874877491016,104,11.325274964608516,66,7.18719372754002,5,0.5444843732984863,33,3.59359686377001,78,8.493956223456387,40,4.3558749863878905,7,0.7622781226178809,0,0.0,2,0.2177937493193945,0,0.0,9183,,,,,,,,,,,,,,,,,,,,,,,,2021-10-26,0.07179333132309157
SBICARD,2022-04-29,2022-05-02,819.6115546492517,call_date,-0.0753444932500188,-0.015604259948579613,-0.11993735912370806,-0.06495408652475176,-0.1194559209559346,-0.027981127418886587,0.006078131818956889,-0.04558001846299997,2022-05,-0.06279117835447823,-0.1087826971636594,-0.08330568999697754,-0.10408773988333442,discovery,SBI Cards and Payment Services Limited,,2022-05-05,2022-04-29,https://nsearchives.nseindia.com/corporate/SBICARD_05052022185208_DisclosureTranscript.pdf,pymupdf,split,10550,0.4788732394366197,0.1333333333333333,0.3013698630136986,71,75,2,1.45985401459854,44,32.11678832116788,4,2.9197080291970803,5,3.6496350364963503,13,9.489051094890511,5,3.6496350364963503,2,1.45985401459854,0,0.0,0,0.0,0,0.0,0,0.0,1370,25.0,2.787378749024417,95.0,10.592039246292789,50.0,5.574757498048835,3.0,0.3344854498829301,22.0,2.452893299141487,91.0,10.14605864644888,26.0,2.898873898985394,0.0,0.0,2.0,0.2229902999219534,1.0,0.1114951499609767,0.0,0.0,8969.0,,
STLTECH,2022-05-02,2022-05-04,186.2352629747461,filing_date,-0.1292553407692032,-0.08607220411234418,-0.06675531103941656,-0.033743538241562065,-0.14734038253823878,-0.07699539683303469,-0.13109227565101256,-0.20691548567508622,2022-05,-0.11670202587366263,-0.05560064907936791,-0.11119015157928172,-0.24125814735330386,discovery,Sterlite Technologies Limited,,2022-05-02,,https://nsearchives.nseindia.com/corporate/STLTECH_02052022181549_Q4FY22Earningscalltranscript.pdf,pymupdf,whole,11082,0.24,,0.24,25,0,25,2.3118180136859627,143,13.223599038283709,63,5.825781394488626,0,0.0,25,2.3118180136859627,131,12.113926391714443,22,2.034399852043648,16,1.479563528759016,3,0.2774181616423155,0,0.0,17,1.5720362493064546,10814,,,,,,,,,,,,,,,,,,,,,,,,,
MAHLIFE,2022-05-02,2022-05-04,388.2349415613376,filing_date,-0.14689342824911766,-0.10371029159225864,-0.08801112269182787,-0.05499934989397337,0.010626301530989313,0.0809712872361934,0.022766126527401287,-0.053057083496672375,2022-05,-0.1343401133535771,-0.07685646073177921,0.04677653248994637,-0.08739974517489002,discovery,Mahindra Lifespace Developers Limited,Construction,2022-05-02,,https://nsearchives.nseindia.com/corporate/MAHLIFE_02052022172708_TranscriptofEarningConferenceCall.pdf,pymupdf,split,9976,0.24,0.24,0.24,25,25,16,7.593735168485999,26,12.339819648789748,9,4.271476032273374,7,3.3222591362126246,19,9.017560512577123,11,5.220692928334124,4,1.8984337921215,1,0.4746084480303749,0,0.0,2,0.94921689606075,1,0.4746084480303749,2107,14.0,1.8295870360690016,66.0,8.625196027182437,58.0,7.579717720857293,0.0,0.0,19.0,2.483010977522216,84.0,10.977522216414007,26.0,3.3978044955567173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7652.0,,
