symbol,event_date,entry_date,entry_open,event_src,ret_5d,xs_nifty_5d,ret_10d,xs_nifty_10d,ret_30d,xs_nifty_30d,ret_6m,xs_nifty_6m,ym,xs_univ_5d,xs_univ_10d,xs_univ_30d,xs_univ_6m,period,company,industry,filing_date,call_date,url,engine,split,n_words,mood_remarks,mood_qna,mood_all,n_sent_rem,n_sent_qa,rem_lm_negative,rem_lm_negative_p1k,rem_lm_positive,rem_lm_positive_p1k,rem_lm_uncertainty,rem_lm_uncertainty_p1k,rem_lm_litigious,rem_lm_litigious_p1k,rem_lm_constraining,rem_lm_constraining_p1k,rem_lm_strong_modal,rem_lm_strong_modal_p1k,rem_lm_weak_modal,rem_lm_weak_modal_p1k,rem_th_positive_guidance,rem_th_positive_guidance_p1k,rem_th_negative_caution,rem_th_negative_caution_p1k,rem_th_hedging_evasion,rem_th_hedging_evasion_p1k,rem_th_capital_actions,rem_th_capital_actions_p1k,rem_n_words,qa_lm_negative,qa_lm_negative_p1k,qa_lm_positive,qa_lm_positive_p1k,qa_lm_uncertainty,qa_lm_uncertainty_p1k,qa_lm_litigious,qa_lm_litigious_p1k,qa_lm_constraining,qa_lm_constraining_p1k,qa_lm_strong_modal,qa_lm_strong_modal_p1k,qa_lm_weak_modal,qa_lm_weak_modal_p1k,qa_th_positive_guidance,qa_th_positive_guidance_p1k,qa_th_negative_caution,qa_th_negative_caution_p1k,qa_th_hedging_evasion,qa_th_hedging_evasion_p1k,qa_th_capital_actions,qa_th_capital_actions_p1k,qa_n_words,sdate,surprise
MONTECARLO,2024-11-21,2024-11-22,710.2535706937459,filing_date,0.10407475164400992,0.08331261077460517,0.2015667198815687,0.1526792907740775,-0.031071056739597647,-0.031064307750258924,-0.20196167439346469,-0.22688119269559914,2024-11,0.09427127580358668,0.1691418804180238,-0.07989345104251427,-0.2465511274924017,holdout,Monte Carlo Fashions Limited,,2024-11-21,,https://nsearchives.nseindia.com/corporate/MONTECARLO_21112024145411_LETTER.pdf,pymupdf,split,6305,-0.04,0.16,0.06,25,25,5,6.468305304010349,11,14.230271668822768,0,0.0,2,2.5873221216041395,15,19.404915912031047,2,2.5873221216041395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,773,25.0,4.615100609193281,51.0,9.414805242754293,23.0,4.245892560457818,0.0,0.0,10.0,1.846040243677312,46.0,8.491785120915637,18.0,3.3228724386191617,0.0,0.0,3.0,0.5538120731031937,1.0,0.1846040243677312,1.0,0.1846040243677312,5417.0,,
VIYASH,2024-11-22,2024-11-25,204.08999633789065,filing_date,0.008770682429521504,-0.00374843877117903,-0.05605371476643184,-0.08879807816900798,-0.03655246013492708,-0.02715923957049149,-0.04733207817847351,-0.0609818442901634,2024-11,-0.0010327934109017264,-0.08847855422997675,-0.0853748544378437,-0.09192153127741055,holdout,Viyash Scientific Limited,,2024-11-22,,https://nsearchives.nseindia.com/corporate/SEQUENT_22112024185026_SeQuentScientific-Earnings-Nov14-2024transcript.pdf,pdfplumber,split,8957,0.4533333333333333,0.1333333333333333,0.2933333333333333,75,75,5,1.319957761351637,126,33.262935586061246,12,3.167898627243928,14,3.695881731784583,28,7.391763463569165,23,6.071805702217529,7,1.847940865892292,0,0.0,0,0.0,0,0.0,2,0.5279831045406547,3788,7.0,1.3930348258706469,69.0,13.73134328358209,32.0,6.3681592039801,11.0,2.189054726368159,13.0,2.587064676616916,36.0,7.164179104477612,23.0,4.577114427860696,0.0,0.0,0.0,0.0,1.0,0.1990049751243781,0.0,0.0,5025.0,,
AXISCADES,2024-12-12,2024-12-13,566.8499755859375,filing_date,0.03343038374032403,0.07793366834857907,0.12887016313728372,0.1717573648308529,0.16988630674030158,0.2746855378701255,1.3674694501182802,1.3860383498333788,2024-12,-0.00323859308593899,0.05560727720701408,0.09771071740350862,0.5797091898054098,holdout,AXISCADES Technologies Limited,,2024-12-12,,https://nsearchives.nseindia.com/corporate/AXISCADES_12122024221413_Transcript12122024.pdf,pymupdf,whole,15798,0.12,,0.12,25,0,40,2.552159765201301,161,10.27244305493524,86,5.487143495182798,3,0.1914119823900976,61,3.892043641931985,139,8.868755184074523,53,3.3816116888917245,9,0.5742359471702929,0,0.0,1,0.0638039941300325,0,0.0,15673,,,,,,,,,,,,,,,,,,,,,,,,,
SHRIPISTON,2024-12-24,2024-12-26,2040.879625536513,filing_date,0.03990756991220201,0.022547163141910742,0.017655608723255556,0.03476635376290049,-0.02553512806671565,0.0032695941065896683,0.20805107050746074,0.15513838746863162,2024-12,0.00323859308593899,-0.05560727720701408,-0.09771071740350862,-0.5797091898054098,holdout,SPR Auto Technologies Limited,,2024-12-24,,https://nsearchives.nseindia.com/corporate/SHRIPISTON_24122024151742_EARNINGCALLTRANSCRIPTSSTOCKEXCHANGEINTIMATION18122024.pdf,pymupdf,split,7065,0.44,0.08,0.26,25,25,2,1.6090104585679808,17,13.676588897827836,1,0.8045052292839904,7,5.631536604987932,36,28.96218825422365,7,5.631536604987932,1,0.8045052292839904,0,0.0,0,0.0,0,0.0,0,0.0,1243,14.0,2.4634875945803274,72.0,12.669364772127398,29.0,5.102938588773535,2.0,0.351926799225761,24.0,4.223121590709132,45.0,7.918352982579623,18.0,3.1673411930318496,0.0,0.0,2.0,0.351926799225761,0.0,0.0,3.0,0.5278901988386415,5683.0,,
INTELLECT,2024-12-31,2025-01-01,947.9915613536378,call_date,-0.03853540020233648,-0.0274152941610053,-0.060919277261537785,-0.01952579453328651,-0.220306345010423,-0.1521912474648529,0.17081267120321852,0.12274490082896028,2025-01,-0.06449266894926767,-0.03920092605850561,-0.1337424272592329,0.026948677328687498,holdout,Intellect Design Arena Limited,,2025-01-31,2024-12-31,https://nsearchives.nseindia.com/corporate/INTELLECT_31012025133222_Q3EarningsCallTranscript.pdf,pymupdf,whole,10715,0.0933333333333333,,0.0933333333333333,75,0,32,3.016591251885369,139,13.103318250377074,57,5.373303167420814,7,0.6598793363499246,11,1.036953242835596,118,11.1236802413273,37,3.4879336349924586,0,0.0,0,0.0,0,0.0,0,0.0,10608,,,,,,,,,,,,,,,,,,,,,,,,2024-10-25,-0.11650817310341458
HAPPYFORGE,2024-12-31,2025-01-01,985.392880018998,call_date,0.017053487950590807,0.028173593991921986,-0.005600356484826929,0.035793126243424345,-0.061402587957182564,0.0067125095883875385,-0.017204862454438974,-0.06527263282869722,2025-01,-0.008903780796340386,0.01611799471820525,0.025161329794007536,-0.16106885632897,holdout,Happy Forgings Limited,,2025-02-14,2024-12-31,https://nsearchives.nseindia.com/corporate/9876964720_14022025180104_EarningsCallTranscript.pdf,pymupdf,whole,7703,0.2,,0.2,25,0,40,5.334755934915978,104,13.870365430781542,52,6.935182715390771,2,0.2667377967457989,36,4.80128034142438,85,11.336356361696453,23,3.067484662576687,0,0.0,9,1.200320085356095,2,0.2667377967457989,27,3.600960256068285,7498,,,,,,,,,,,,,,,,,,,,,,,,,
SANATHAN,2025-01-22,2025-01-23,339.6000061035156,filing_date,0.03533568841085999,0.046504294668158086,0.04623080508622701,0.034799872388048714,-0.03886929319726706,0.011782924621894897,0.528121327679973,0.46734980936703363,2025-01,0.009378419663928796,0.06794915628925918,0.04769462455392304,0.38425733380544197,holdout,Sanathan Textiles Limited,,2025-01-22,,https://nsearchives.nseindia.com/corporate/SANATHAN_22012025183456_STLEarningsCallTranscript.pdf,pymupdf,whole,8002,0.2,,0.2,25,0,20,2.622263012980202,61,7.997902189589616,36,4.720073423364363,4,0.5244526025960404,16,2.0978104103841617,100,13.11131506490101,22,2.884489314278222,3,0.3933394519470303,3,0.3933394519470303,1,0.1311131506490101,12,1.5733578077881212,7627,,,,,,,,,,,,,,,,,,,,,,,,,
ABSLAMC,2025-01-28,2025-01-29,592.4177652326673,call_date,0.0912733952869329,0.0685885914461195,0.055773614696568385,0.0696612614923604,-0.02740613367775324,0.018775410649280788,0.37436293991724856,0.3071416459961829,2025-01,0.06531612654000171,0.07749196589960056,0.05915778407343686,0.23049894604271753,holdout,Aditya Birla Sun Life AMC Limited,,2025-02-01,2025-01-28,https://nsearchives.nseindia.com/corporate/ABSLAMC_01022025130506_ABSLAMC.pdf,pymupdf,split,8371,0.48,0.16,0.32,25,25,4,2.481389578163772,39,24.193548387096776,14,8.6848635235732,2,1.2406947890818858,11,6.823821339950372,3,1.8610421836228288,2,1.2406947890818858,0,0.0,0,0.0,0,0.0,0,0.0,1612,29.0,4.390613171839515,88.0,13.323239969719909,64.0,9.689629068887209,1.0,0.1514004542013626,18.0,2.7252081756245268,45.0,6.813020439061317,36.0,5.4504163512490535,0.0,0.0,1.0,0.1514004542013626,0.0,0.0,0.0,0.0,6605.0,,
DCBBANK,2025-01-29,2025-01-30,116.7690611773571,filing_date,-0.0021033036208150113,-0.024958098784566674,-0.04139320457895046,-0.02309762998099285,-0.11736493087627498,-0.06470851580408332,0.12647200834846206,0.05308780832498505,2025-01,-0.028060572367746204,-0.01967485337591828,-0.030801013125084875,-0.017391985526068965,holdout,DCB Bank Limited,,2025-01-29,,https://nsearchives.nseindia.com/corporate/ujwal727_29012025155706_BSENSEDCBBankQ2FY25_EarningsCallTranscript24January2025.pdf,pymupdf,split,8300,0.24,-0.12,0.06,25,25,3,3.841229193341869,13,16.645326504481435,3,3.841229193341869,2,2.560819462227913,16,20.486555697823302,8,10.243277848911651,1,1.2804097311139564,0,0.0,1,1.2804097311139564,0,0.0,0,0.0,781,32.0,4.361455635818454,92.0,12.539184952978056,62.0,8.450320294398255,3.0,0.4088864658579801,17.0,2.317023306528554,62.0,8.450320294398255,37.0,5.042933078915088,0.0,0.0,9.0,1.2266593975739404,1.0,0.1362954886193267,0.0,0.0,7337.0,2025-01-24,0.797388831220098
ASALCBR,2025-01-30,2025-01-31,1298.9235654601152,call_date,0.08245213220822567,0.07820995509791051,-0.08467421483671389,-0.05332473450920194,0.06574725069341048,0.12564280648580106,-0.21760453144053815,-0.2740247919486727,2025-01,0.05649486346129448,-0.06295586363368172,0.15231116844460058,-0.3614685253150692,holdout,Associated Alcohols & Breweries Ltd.,,2025-01-30,2025-01-30,https://nsearchives.nseindia.com/corporate/ASALCBR_30012025130439_Transcript_Investor_Earnings_Call_27012025.pdf,pymupdf,split,8819,0.56,0.2133333333333333,0.3866666666666667,75,75,3,1.4367816091954022,56,26.81992337164751,6,2.8735632183908044,4,1.9157088122605364,24,11.494252873563218,14,6.704980842911877,0,0.0,0,0.0,1,0.4789272030651341,0,0.0,0,0.0,2088,14.0,2.121212121212121,96.0,14.545454545454543,27.0,4.090909090909091,4.0,0.6060606060606061,18.0,2.727272727272727,87.0,13.181818181818182,16.0,2.4242424242424243,0.0,0.0,0.0,0.0,2.0,0.303030303030303,4.0,0.6060606060606061,6600.0,,
SURYODAY,2025-01-30,2025-01-31,123.49320959446302,filing_date,-0.0037751188049395257,-0.008017295915254685,-0.061445825041991586,-0.03009634471447964,-0.20634538423284032,-0.14644982844044974,0.04208840386779222,-0.014331856640342311,2025-01,-0.02973238755187072,-0.03972747383895941,-0.11978146648165022,-0.1017755900067388,holdout,Suryoday Small Finance Bank Limited,,2025-01-30,,https://nsearchives.nseindia.com/corporate/SURYODAY_30012025100110_SSFB_Intimation_Transcript_Q3_FY25_sd.pdf,pymupdf,split,7809,0.16,-0.04,0.06,25,25,4,2.4271844660194173,27,16.383495145631066,7,4.247572815533981,6,3.6407766990291264,19,11.529126213592232,7,4.247572815533981,1,0.6067961165048543,0,0.0,0,0.0,0,0.0,0,0.0,1648,24.0,4.097660918558989,72.0,12.292982755676968,42.0,7.170906607478231,20.0,3.414717432132491,18.0,3.073245688919242,55.0,9.39047293836435,17.0,2.9025098173126174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5857.0,,
360ONE,2025-01-31,2025-02-01,992.996824609775,filing_date,0.00861385372253598,0.005629851035080069,-0.10435649667393576,-0.06040037634078388,-0.15386145272399598,-0.11102201662636724,0.052756549894934945,0.00247795802912254,2025-02,0.0576857047411433,-0.04541377044926617,-0.13949249227693938,0.052996286157185296,holdout,360 ONE WAM LIMITED,,2025-01-31,,https://nsearchives.nseindia.com/corporate/IIFLWAM_31012025175736_20250131Transcriptofearningscallsigned.pdf,pymupdf,split,11525,0.5466666666666666,0.2,0.3733333333333333,75,75,8,3.7896731406916153,55,26.054002842254857,7,3.3159639981051634,2,0.9474182851729038,10,4.737091425864519,16,7.579346281383231,1,0.4737091425864519,0,0.0,1,0.4737091425864519,0,0.0,1,0.4737091425864519,2111,9.0,1.0309278350515465,106.0,12.142038946162655,63.0,7.216494845360825,3.0,0.3436426116838488,3.0,0.3436426116838488,62.0,7.101947308132875,36.0,4.123711340206185,0.0,0.0,1.0,0.1145475372279496,0.0,0.0,2.0,0.2290950744558992,8730.0,,
SUZLON,2025-02-03,2025-02-04,57.18999862670898,call_date,-0.09092493570744153,-0.05516372120689039,-0.11453050173709123,-0.06316460283961367,0.020982703125630664,0.05123936002738405,0.1049134489259782,0.07197355031845643,2025-02,-0.04185308468883422,-0.05558777551242164,0.03535166357268726,0.10515318518822855,holdout,Suzlon Energy Limited,Electrical Equipment,2025-02-03,2025-02-03,https://nsearchives.nseindia.com/corporate/SUZLON1_03022025181054_Suzlon03022025.pdf,pymupdf,whole,10417,0.0,,0.0,25,0,34,3.332679866692805,113,11.076259556949616,66,6.469319741227211,20,1.9603999215840031,37,3.6267398549304057,97,9.507939619682416,38,3.724759851009606,23,2.254459909821604,7,0.6861399725544011,2,0.1960399921584003,7,0.6861399725544011,10202,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28,0.006092675310532846
AMBUJACEM,2025-02-04,2025-02-05,512.4780147144587,call_date,-0.030566859217303177,0.009664041548158142,-0.07158061129395676,-0.023252117083690238,-0.004643074212693499,0.018784402060301852,0.14336531155861487,0.10438301930618477,2025-02,0.01850499180130414,-0.012637885069287175,0.009725886234363093,0.14360504782086522,holdout,Ambuja Cements Limited,Cement And Cement Products,2025-02-04,2025-02-04,https://nsearchives.nseindia.com/corporate/AMBUJACEM_04022025191219_ACL_Earning_call_Final.pdf,pymupdf,split,10349,0.4,0.0,0.2,25,25,11,3.712453594330071,79,26.662166722915963,11,3.712453594330071,2,0.6749915626054674,12,4.049949375632805,25,8.437394532568343,6,2.0249746878164023,1,0.3374957813027337,0,0.0,0,0.0,3,1.0124873439082012,2963,17.0,2.377954958735488,72.0,10.071338648762064,48.0,6.714225765841376,2.0,0.2797594069100573,2.0,0.2797594069100573,96.0,13.428451531682752,34.0,4.755909917470975,2.0,0.2797594069100573,4.0,0.5595188138201147,2.0,0.2797594069100573,6.0,0.839278220730172,7149.0,2025-01-29,0.3252595979936219
POKARNA,2025-02-05,2025-02-06,1409.774431710805,call_date,-0.1597067766865301,-0.12426546755904322,-0.17805402283727523,-0.13923284664353608,-0.06644710712598856,-0.060247992581947574,-0.3574894667540609,-0.3988391987871258,2025-02,-0.1106349256679228,-0.11911129661260564,-0.052078146678931965,-0.3572497304918106,holdout,Pokarna Limited,,2025-02-05,2025-02-05,https://nsearchives.nseindia.com/corporate/POKARNA_05022025143639_Pokarna_Ltd_Q3FY25_Earnings_call_Transcript_final.pdf,pymupdf,split,6782,0.5714285714285714,0.2,0.3695652173913043,63,75,2,1.6299918500407498,54,44.00977995110024,9,7.334963325183374,3,2.444987775061125,9,7.334963325183374,7,5.704971475142624,4,3.2599837000814995,2,1.6299918500407498,0,0.0,0,0.0,0,0.0,1227,15.0,2.7262813522355507,64.0,11.632133769538347,50.0,9.087604507451836,3.0,0.5452562704471101,4.0,0.7270083605961468,52.0,9.45110868774991,21.0,3.816793893129771,2.0,0.3635041802980734,0.0,0.0,1.0,0.1817520901490367,3.0,0.5452562704471101,5502.0,,
WESTLIFE,2025-02-05,2025-02-06,844.5340733014156,call_date,-0.1200354637266926,-0.08459415459920572,-0.10171394773295295,-0.0628927715392138,-0.13587469442491584,-0.12967557988087486,-0.20786219659855742,-0.24921192863162234,2025-02,-0.0709636127080853,-0.04277122150828336,-0.12150573397785926,-0.20762246033630707,holdout,WESTLIFE FOODWORLD LIMITED,,2025-02-05,2025-02-05,https://nsearchives.nseindia.com/corporate/VedaWestlife_05022025104417_WFLEarningsCallTranscript29012025.pdf,pymupdf,split,8926,0.44,0.12,0.28,25,25,7,4.310344827586207,56,34.48275862068966,14,8.620689655172415,4,2.4630541871921183,8,4.926108374384237,8,4.926108374384237,6,3.6945812807881775,0,0.0,0,0.0,0,0.0,0,0.0,1624,25.0,3.4746351633078527,136.0,18.90201528839472,48.0,6.6712995135510775,0.0,0.0,5.0,0.6949270326615705,55.0,7.644197359277276,27.0,3.752605976372481,2.0,0.2779708130646282,3.0,0.4169562195969423,0.0,0.0,0.0,0.0,7195.0,2025-01-29,
FIVESTAR,2025-02-06,2025-02-07,755.3805859794502,filing_date,-0.08176145807119883,-0.034960987779715014,-0.08360169027916764,-0.03944141235445575,-0.07492605592562995,-0.06529847781127696,-0.2388432753407378,-0.2874408319501117,2025-02,-0.03268960705259152,-0.02465896405449805,-0.06055709547857336,-0.23860353907848744,holdout,Five-Star Business Finance Limited,,2025-02-06,,https://nsearchives.nseindia.com/corporate/FIVESTAR_06022025180219_Q3EarningsCallTranscriptSigned.pdf,pymupdf,split,12239,0.32,0.08,0.2,25,25,7,3.094606542882405,49,21.662245800176837,2,0.8841732979664014,4,1.7683465959328029,16,7.073386383731211,22,9.725906277630417,1,0.4420866489832007,0,0.0,1,0.4420866489832007,0,0.0,0,0.0,2262,52.0,5.336617405582923,118.0,12.110016420361248,73.0,7.491789819376026,4.0,0.4105090311986863,23.0,2.3604269293924465,129.0,13.238916256157635,40.0,4.105090311986864,0.0,0.0,4.0,0.4105090311986863,3.0,0.3078817733990148,0.0,0.0,9744.0,,
MUFTI,2025-02-06,2025-02-07,139.25336879406933,filing_date,-0.15157092809704253,-0.10477045780555871,-0.11734966166011074,-0.07318938373539885,-0.07178949903803489,-0.06216192092368189,-0.21605186015260625,-0.26464941676198017,2025-02,-0.10249907707843522,-0.05840693543544115,-0.057420538590978294,-0.2158121238903559,holdout,Credo Brands Marketing Limited,,2025-02-06,,https://nsearchives.nseindia.com/corporate/CREDONSE_06022025154217_20250206_Transcript_Earnings_Call_Q3FY25.pdf,pymupdf,split,7521,0.52,0.04,0.28,25,25,9,6.479481641468682,47,33.837293016558675,6,4.319654427645788,3,2.159827213822894,12,8.639308855291576,6,4.319654427645788,2,1.4398848092152627,0,0.0,1,0.7199424046076314,1,0.7199424046076314,0,0.0,1389,27.0,4.53781512605042,94.0,15.798319327731091,39.0,6.554621848739496,0.0,0.0,16.0,2.689075630252101,46.0,7.73109243697479,25.0,4.201680672268908,0.0,0.0,2.0,0.3361344537815126,0.0,0.0,2.0,0.3361344537815126,5950.0,,
SHRIPISTON,2025-02-07,2025-02-10,1940.46617264006,filing_date,0.003538440874511828,0.03717935181582099,-0.01779482685191225,0.024451082381498845,-0.06497429959370227,-0.06048931271878133,0.263926788477602,0.20267875957903247,2025-02,0.052610291893119145,0.04114789937275734,-0.050605339146645674,0.2641665247398523,holdout,SPR Auto Technologies Limited,,2025-02-07,,https://nsearchives.nseindia.com/corporate/SHRIPISTON_07022025122141_TRANSCRIPTSINTIMATION03022025.pdf,pymupdf,split,7610,0.0,0.32,0.1860465116279069,18,25,0,0.0,4,8.602150537634408,8,17.204301075268816,8,17.204301075268816,9,19.35483870967742,3,6.451612903225806,4,8.602150537634408,0,0.0,0,0.0,0,0.0,0,0.0,465,25.0,3.580635920939559,122.0,17.473503294185047,31.0,4.439988541965053,0.0,0.0,38.0,5.44256659982813,44.0,6.301919220853623,23.0,3.2941850472643943,0.0,0.0,3.0,0.4296763105127471,0.0,0.0,3.0,0.4296763105127471,6982.0,,
OIL,2025-02-08,2025-02-10,395.82369625862094,call_date,-0.016992823174837746,0.01664808776647142,-0.0703704076718612,-0.028124498438450107,-0.06521673059530564,-0.0607317437203847,-0.016502011472102174,-0.07775004037067168,2025-02,0.03207902784376957,-0.011427681447191612,-0.050847770148249045,-0.016262275209851823,holdout,Oil India Limited,Oil Exploration/Production,2025-02-12,2025-02-08,https://nsearchives.nseindia.com/corporate/OIL_12022025121913_REG30TRANSCRIPT12022025.pdf,pymupdf,split,9155,0.0,0.04,0.02,25,25,0,0.0,3,5.366726296958855,0,0.0,0,0.0,16,28.622540250447223,3,5.366726296958855,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,559,18.0,2.1747009786154403,28.0,3.382868188957352,60.0,7.249003262051468,1.0,0.1208167210341911,34.0,4.1077685151624985,67.0,8.094720309290805,36.0,4.349401957230881,3.0,0.3624501631025734,0.0,0.0,0.0,0.0,6.0,0.7249003262051468,8277.0,2025-02-08,-0.04351127795038869
PGEL,2025-02-10,2025-02-11,815.3052234610182,filing_date,-0.09012923461199807,-0.07394581134424016,-0.001409180749492478,0.023969749058697865,0.13602107751161174,0.11418383773871899,-0.352245590345849,-0.446804418437847,2025-02,-0.04105738359339075,0.05753354547517711,0.15039003795866834,-0.3520058540835987,holdout,PG Electroplast Limited,Consumer Durables,2025-02-10,,https://nsearchives.nseindia.com/corporate/PGEL_10022025103830_TranscriptQ3EC25.pdf,pymupdf,split,9057,0.4714285714285714,0.1333333333333333,0.296551724137931,70,75,5,3.561253561253561,55,39.17378917378917,9,6.410256410256411,5,3.561253561253561,17,12.108262108262108,8,5.698005698005698,3,2.1367521367521367,3,2.1367521367521367,0,0.0,0,0.0,2,1.4245014245014245,1404,27.0,3.613974032927319,140.0,18.73912461517869,66.0,8.83415874715567,0.0,0.0,21.0,2.810868692276804,77.0,10.30651853834828,38.0,5.08633382411993,5.0,0.6692544505420961,0.0,0.0,1.0,0.1338508901084192,12.0,1.6062106813010306,7471.0,,
HNDFDS,2025-02-10,2025-02-11,555.25,call_date,-0.0800540517010917,-0.0638706284333338,-0.0441242683475912,-0.018745338539400858,-0.00918500780898246,-0.031022247581875217,-0.04565506634117511,-0.14021389443317311,2025-02,-0.030982200682484383,0.01481845787707839,0.005183952638074132,-0.04541533007892476,holdout,Hindustan Foods Limited,,2025-02-13,2025-02-10,https://nsearchives.nseindia.com/corporate/HINDFOODS_13022025175659_Transcript.pdf,pymupdf,split,9810,0.44,0.16,0.3,25,25,4,2.554278416347382,26,16.602809706257982,9,5.747126436781609,3,1.9157088122605364,11,7.0242656449553005,14,8.939974457215836,1,0.6385696040868455,0,0.0,2,1.277139208173691,1,0.6385696040868455,1,0.6385696040868455,1566,41.0,5.073001732244494,69.0,8.537490720118782,50.0,6.186587478346944,3.0,0.3711952487008166,21.0,2.5983667409057163,104.0,12.868101954961643,25.0,3.093293739173472,0.0,0.0,2.0,0.2474634991338777,4.0,0.4949269982677555,25.0,3.093293739173472,8082.0,,
WHIRLPOOL,2025-02-10,2025-02-11,1053.8103873210002,filing_date,-0.07634835408585094,-0.06016493081809304,-0.08884601606952736,-0.06346708626133701,-0.07390529226300613,-0.09574253203589889,0.22148098564323782,0.1269221575512398,2025-02,-0.027276503067243628,-0.029903289844857767,-0.059536331815949535,0.22172072190548817,holdout,Whirlpool of India Limited,Consumer Durables,2025-02-10,,https://nsearchives.nseindia.com/corporate/WHIRLPOOL_10022025144952_Transcript_2025_02_07_signed.pdf,pymupdf,split,7002,0.0,0.3076923076923077,0.2666666666666666,2,13,11,2.466920834267773,124,27.808925768109443,9,2.018389773491814,4,0.8970621215519174,7,1.5698587127158556,23,5.158107198923526,2,0.4485310607759587,0,0.0,0,0.0,0,0.0,0,0.0,4459,28.0,2.835443037974684,178.0,18.025316455696203,81.0,8.20253164556962,0.0,0.0,20.0,2.0253164556962027,102.0,10.329113924050631,47.0,4.759493670886076,1.0,0.1012658227848101,0.0,0.0,0.0,0.0,1.0,0.1012658227848101,9875.0,2025-02-04,0.594695136392731
DHRUV,2025-02-11,2025-02-12,101.82889556884766,filing_date,-0.1254937750792936,-0.11705675262122173,-0.13236809669229233,-0.10403902411907229,-0.3113938597205632,-0.33204160685859985,-0.3813151007082759,-0.4845657936298341,2025-02,-0.07642192406068629,-0.07342537046762274,-0.2970248992735066,-0.3810753644460256,holdout,Dhruv Consultancy Services Limited,,2025-02-11,,https://nsearchives.nseindia.com/corporate/DHRUV_11022025125910_DhruvConsultancyServicesQ3FY25EarningsCallTranscript.pdf,pymupdf,split,5911,0.32,0.08,0.2,25,25,2,1.919385796545105,18,17.27447216890595,1,0.9596928982725528,4,3.838771593090211,17,16.314779270633398,5,4.798464491362764,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1042,21.0,4.39882697947214,54.0,11.311269375785503,13.0,2.7230833682446587,3.0,0.6284038542103059,23.0,4.817762882279012,28.0,5.865102639296188,12.0,2.5136154168412235,7.0,1.466275659824047,0.0,0.0,0.0,0.0,0.0,0.0,4774.0,,
CHOLAHLDNG,2025-02-12,2025-02-13,1468.8274976139317,filing_date,0.0058123711354802765,0.00931642651151443,0.11617938678927087,0.16513809634015364,0.16342622894754633,0.15546616321959972,0.2664057520836216,0.15930842545064783,2025-02,0.05488422215408759,0.17512211301394046,0.17779518939460293,0.26664548834587193,holdout,Cholamandalam Financial Holdings Limited,,2025-02-12,,https://nsearchives.nseindia.com/corporate/CHOLAHLDNG_12022025172007_SE_Intimation.pdf,pymupdf,split,2569,0.28,0.16,0.22,25,25,7,6.789524733268671,13,12.609117361784676,1,0.9699321047526672,9,8.729388942774007,14,13.579049466537342,6,5.819592628516004,1,0.9699321047526672,0,0.0,0,0.0,0,0.0,0,0.0,1031,10.0,6.882312456985547,20.0,13.764624913971094,22.0,15.141087405368204,0.0,0.0,7.0,4.817618719889883,9.0,6.194081211286992,12.0,8.258774948382657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453.0,2025-02-07,0.0008580973321094853
AWFIS,2025-02-12,2025-02-13,668.9000244140625,call_date,0.004559706505677719,0.008063761881711873,-0.023471388300193352,0.02548732125068942,-0.020780421448240438,-0.028740487176187046,-0.12393485033384555,-0.23103217696681932,2025-02,0.053631557524285035,0.03547133792447624,-0.006411461001183847,-0.1236951140715952,holdout,Awfis Space Solutions Limited,,2025-02-18,2025-02-12,https://nsearchives.nseindia.com/corporate/AWFIS2014_18022025153049_Transcript_S.pdf,pymupdf,whole,9045,0.24,,0.24,25,0,15,1.71939477303989,120,13.75515818431912,61,6.992205410362219,4,0.4585052728106373,43,4.928931682714351,27,3.094910591471802,32,3.6680421824850975,3,0.343878954607978,0,0.0,0,0.0,14,1.6047684548372303,8724,,,,,,,,,,,,,,,,,,,,,,,,,
SHILPAMED,2025-02-14,2025-02-17,318.28924111985,call_date,0.020540869720338195,0.02944542537623196,-0.02399060457734048,0.011574355342474973,0.06115248124761741,0.03253346210451724,0.3357898621015969,0.22253640668369035,2025-02,0.0696127207389455,0.03495212164732911,0.075521441694674,0.3360295983638472,holdout,Shilpa Medicare Limited,Pharmaceuticals,2025-02-14,2025-02-14,https://nsearchives.nseindia.com/corporate/SHILPAMED_14022025161116_setranscript.pdf,pymupdf,split,9584,0.28,0.04,0.16,25,25,4,1.18098612341305,48,14.171833480956598,15,4.428697962798937,2,0.5904930617065249,20,5.90493061706525,28,8.26690286389135,5,1.4762326542663124,4,1.18098612341305,1,0.2952465308532624,0,0.0,2,0.5904930617065249,3387,28.0,4.635761589403973,67.0,11.09271523178808,41.0,6.788079470198675,9.0,1.490066225165563,19.0,3.1456953642384105,82.0,13.57615894039735,25.0,4.139072847682119,0.0,0.0,1.0,0.1655629139072847,0.0,0.0,0.0,0.0,6040.0,,
