date,K,n_excluded,excluded,passed
2019-10-31,21,7,NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2019-11-29,21,7,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY OIL & GAS,NIFTY BANK|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2019-12-31,21,7,NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY
2020-01-31,21,7,NIFTY AUTO|NIFTY BANK|NIFTY INSURANCE|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2020-02-28,21,7,NIFTY AUTO|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS
2020-03-31,21,7,NIFTY AUTO|NIFTY BANK|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY NBFC|NIFTY REALTY,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2020-04-30,21,7,NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2020-05-29,21,7,NIFTY BANK|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY HOUSING FINANCE|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2020-06-30,21,7,NIFTY AUTO|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2020-07-31,22,7,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY REALTY
2020-08-31,22,7,NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY OIL & GAS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2020-09-30,22,7,NIFTY BANK|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS
2020-10-30,22,7,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2020-11-27,22,7,NIFTY CEMENT|NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2020-12-31,22,7,NIFTY AUTO|NIFTY CEMENT|NIFTY INSURANCE|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY PSU BANK|NIFTY REALTY
2021-01-29,22,7,NIFTY CHEMICALS|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY METAL|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2021-02-26,22,7,NIFTY AUTO|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2021-03-31,22,7,NIFTY AUTO|NIFTY BANK|NIFTY CONSUMER SERVICES|NIFTY MEDIA|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER
2021-04-30,22,7,NIFTY AUTO|NIFTY BANK|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY PSU BANK|NIFTY REALTY,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HEALTHCARE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2021-05-31,23,7,NIFTY CHEMICALS|NIFTY CONSUMER SERVICES|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY NBFC|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2021-06-30,23,7,NIFTY AUTO|NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2021-07-30,23,7,NIFTY AUTO|NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY OIL & GAS|NIFTY PSU BANK,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2021-08-31,23,7,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER
2021-09-30,23,7,NIFTY CEMENT|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY METAL|NIFTY NBFC,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2021-10-29,23,7,NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK
2021-11-30,23,7,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK,NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2021-12-31,23,7,NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2022-01-31,23,7,NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2022-02-28,23,7,NIFTY CEMENT|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER
2022-03-31,23,7,NIFTY AUTO|NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY POWER,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER SERVICES|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2022-04-29,23,7,NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK
2022-05-31,23,7,NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY HOUSING FINANCE|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2022-06-30,23,7,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY METAL,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2022-07-29,23,7,NIFTY AUTO|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY METAL|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY
2022-08-30,23,7,NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2022-09-30,23,7,NIFTY AUTO|NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2022-10-31,23,7,NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY INSURANCE|NIFTY MEDIA|NIFTY NBFC,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER SERVICES|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2022-11-30,23,7,NIFTY AUTO|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY HEALTHCARE|NIFTY NBFC|NIFTY POWER,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2022-12-30,23,7,NIFTY CEMENT|NIFTY CHEMICALS|NIFTY IT|NIFTY MEDIA|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK
2023-01-31,23,7,NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER SERVICES|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY REALTY
2023-02-28,23,7,NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY IT|NIFTY NBFC|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2023-03-31,23,7,NIFTY AUTO|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK
2023-04-28,23,7,NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY HOSPITALS|NIFTY INSURANCE|NIFTY IT|NIFTY MEDIA|NIFTY POWER,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2023-05-31,23,7,NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY IT|NIFTY NBFC|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2023-06-30,23,7,NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY INSURANCE|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2023-07-31,23,7,NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY CONSUMER SERVICES|NIFTY FMCG|NIFTY INSURANCE,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY HEALTHCARE|NIFTY HOSPITALS|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
